id,tenquan,diachi,rating
132,Kimbap Hoàng Tử - Món Hàn Quốc - Phan Văn Trị,"1411 Phan Văn Trị, P. 10, Gò Vấp, TP. HCM",4.5
133,"Quán Cô Hảo - Bánh Canh, Bánh Bèo & Bánh Đúc Nóng - Nguyễn Trãi","212B/D41B Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5
134,Ninki Matcha Concept - Dương Đình Hội,"166 Dương Đình Hội, P. Phước Long B, Thành Phố Thủ Đức, TP. HCM",5
135,Vegan365 - Thuần Chay 365 - Nguyễn Trãi,"245/5 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5
136,Bếp Xanh - Cơm Gà & Bánh Hỏi - Nguyễn Văn Trỗi,"164A Nguyễn Văn Trỗi, P. 8, Phú Nhuận, TP. HCM",4.5
137,Cơm Xá Xíu Thượng Hạng Icom - Đường số 41,"T58 Hẻm 99 Đường số 41, P. 6, Quận 4, TP. HCM",4.5
138,Kim Oanh - Bún Bò & Phở Bò Kho,"6 Lâm Văn Bền, P. Tân Kiểng, Quận 7, TP. HCM",4.5
139,Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,"127 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",4.5
140,Kimbap City - Món Ăn Hàn Quốc - Cách Mạng Tháng 8,"134/16 Cách Mạng Tháng 8, P. 9, Quận 3, TP. HCM",4.5
141,"Bún Riêu, Canh Bún, Mì Xào CÔ TIÊN","89 Trần Khắc Chân, P. 9, Phú Nhuận, TP. HCM",4.5
142,Shaman Tea - Trà Sữa Pha Máy - Nguyễn Thượng Hiền,"86 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",4.5
143,Cô Ba - Cơm Gà Xối Mỡ - Chung Cư Ngô Gia Tự,"040 Lô M Chung Cư Ngô Gia Tự, Trần Nhân Tôn, P. 2, Quận 10, TP. HCM",4.5
144,Cháo Sườn Cô Giang - Khánh Hội,"65 Khánh Hội, P. 3, Quận 4, TP. HCM",4.5
145,"Big Burger - Hamburger, Beefsteak & Bakery - Đặng Thúc Liêng","160 Đặng Thúc Liêng, P. 4, Quận 8, TP. HCM",4.5
146,"HaoChi - Cơm Gà Hải Nam, Cơm Gà & Cơm Chiên - Hưng Gia 4","18 Nội Khu Hưng Gia 4, P. Tân Phong, Quận 7, TP. HCM",4.5
147,Thức Coffee - Đường Số 41,"2 Đường Số 41, P. 6, Quận 4, TP. HCM",4.5
148,Ú Mỳ - Mì Trộn - Tôn Đản,"86/1 Tôn Đản, Quận 4, TP. HCM",4.5
149,Cà Phê Ông Bầu - Nguyễn Thị Minh Khai,"474 Nguyễn Thị Minh Khai, P. 2, Quận 3, TP. HCM",4.5
150,Ông Mập - Cơm Gà Xối Mỡ,"676/37 Võ Văn Kiệt, P. 1, Quận 5, TP. HCM",4.5
151,Bánh Mì Ơi - 229 Bình Phú,"229 Bình Phú, P. 11, Quận 6, TP. HCM",4.5
152,"Viva Chicken - Chân Gà Sả Tắc, Sốt Thái & Gà Rán - Tô Hiệu","178/30A Tô Hiệu, P. Hiệp Tân, Tân Phú, TP. HCM",5
153,Cơm Tấm 65 - Vườn Lài,"250/30 Vườn Lài, P. Phú Thọ Hoà, Tân Phú, TP. HCM",4.5
154,Kamelin - Trà Sữa & Trà Trái Cây - Điện Biên Phủ,"602/39/14 Điện Biên Phủ, P. 22, Bình Thạnh, TP. HCM",4.5
155,"Cơm Delichi - Cơm Sườn, Ba Rọi Xốt, Cơm Văn Phòng - Vườn Chuối","117/3 Vườn Chuối, P. 4, Quận 3, TP. HCM",4.5
156,Thế Giới Ăn Vặt Sài Gòn,"D4/50/16 Tổ 16 Ấp 4, Đường Nguyễn Thị Tú, X. Vĩnh Lộc B, Bình Chánh, TP. HCM",4.5
157,Bánh Mì Khanh Mai - Siêu Patê - 46 Hùng Vương,"46 Hùng Vương, P. 1, Quận 10, TP. HCM",4.5
158,Trà Sữa Huy's - Quang Trung,"781 Quang Trung, P. 12, Gò Vấp, TP. HCM",4.5
159,Mía Xanh - Nước Mía & Nước Dừa - Huỳnh Tấn Phát,"810 Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM",4.5
160,Trảng Bàng Xưa & Nay - Đặc Sản Trảng Bàng - Nguyễn Thi Thập,"62K Nguyễn Thị Thập, P. Bình Thuận, Quận 7, TP. HCM",4.5
161,Quán Như Ý - Gà Nướng Lu & Vịt Quay Mắc Mật - 293 Nguyễn Thị Định,"293 Nguyễn Thị Định, Thành Phố Thủ Đức, TP. HCM",4.5
162,"Trái Cây Chấm Muối, Trái Cây Dầm & Ăn Vặt - Hoàng Hoa Thám","17/12/12 Hoàng Hoa Thám, P. 13, Tân Bình, TP. HCM",4.5
163,Boss Tea - Trà Sữa & Trà Trái Cây - Tô Ngọc Vân,"349/3A Tô Ngọc Vân, P. Thạnh Xuân, Quận 12, TP. HCM",4.5
164,Long Ký - Cơm Gà Da Rất Giòn,"98 Chợ Lớn, P. 11, Quận 6, TP. HCM",4.5
165,BÚN ĐẬU MẮM TÔM A LỘC - NGUYỄN THỊ ĐỊNH,"293A Nguyễn Thị Định, Thành Phố Thủ Đức, TP. HCM",4.5
166,Cơm Gà Quay Singapore Ichiran,"13/5B Tô Ký, X. Thới Tam Thôn, Hóc Môn, TP. HCM",4.5
167,Sài Thành Quán - Bún Đậu Mắm Tôm - Hương Lộ 2,"479/22/16 Hương Lộ 2, P. Bình Trị Đông, Bình Tân, TP. HCM",4.5
168,Nắng Cafe Q5 - Cà Phê - Nguyễn Trãi,"1029i Nguyễn Trãi, P. 14, Quận 5, TP. HCM",0
169,LILO Cà Phê Muối - Tàu Hủ Tươi & Sữa Đậu Nành - Bùi Đình Túy,"114/5 Bùi Đình Túy, P. 12, Bình Thạnh, TP. HCM",5
170,BeoCafé - Coffee & Tea,"2 Đường 25A, P. Tân Quy, Quận 7, TP. HCM",4.5
171,Cháo Sườn Ngọc Bích - Nguyễn Hồng Đào,"91/14 Nguyễn Hồng Đào, P. 14, Tân Bình, TP. HCM",4.5
172,Sâm Dừa Chú Chế - Bông Sao,"235 Bông Sao, P. 5, Quận 8, TP. HCM",4.5
173,"Cơm Gà, Beef Steak & Bánh Mì Chảo - Mạc Thị Bưởi","73 Mạc Thị Bưởi, P. Bến Nghé, Quận 1, TP. HCM",4.5
174,Cô Ba - Cơm Gà Sốt & Mì Trộn,"188/46/6 Đường Tam Bình, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",4.5
175,Chân Gà Sốt Thái & Bánh Tráng Trộn Bà Út - Trương Văn Thành,"75A Trương Văn Thành, P. Hiệp Phú, Thành Phố Thủ Đức, TP. HCM",4.5
176,Cô Duyên 3 - Cơm Tấm & Bún Thịt Nướng,"68 Nguyễn Du, Gò Vấp, TP. HCM",4.5
177,Phú Béo - Cơm Tấm & Bún Thịt Nướng,"010 Lô K Chung Cư Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",4.5
178,TIỆM BÁNH GATO PHƯƠNG THẢO,"15 Đường Số 2, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",4.5
179,Hồng Phát - Bánh Cuốn Tây Sơn Xứ Nẫu - Tân Hương,"67 Tân Hương, P.Tân Quý, Tân Phú, TP. HCM",4.5
180,Gà Ta Dũng - Chả Bò Đà Nẵng,"60 Trần Mai Ninh, Tân Bình, TP. HCM",4.5
181,Phở 30k - Nguyễn Thị Định,"448 Nguyễn Thị Định, P. Thạnh Mỹ Lợi, Thành Phố Thủ Đức, TP. HCM",4.5
182,Hẻm Đậu - Bún Đậu Mắm Tôm - Âu Dương Lân,"144 Âu Dương Lân, P. 3, Quận 8, TP. HCM",4.5
183,Bún Đậu Mắm Tôm 1975 - Trần Văn Đang,"159/84 Trần Văn Đang, P. 11, Quận 3, TP. HCM",3
184,Cơm Tấm Thành Công - Quang Trung,"50/4/10 Quang Trung, P. 10, Gò Vấp, TP. HCM",2.5
185,Chè Mẹ Pond - Tôn Thất Thuyết,"209/105 Tôn Thất Thuyết, P. 3, Quận 4, TP. HCM",4.5
186,Góc Bếp Nhà Mýt - Mì Trộn Cay & Set Lẩu Tokbokki Tự Nấu,"49/14/93 Đường Số 51, P. 14, Gò Vấp, TP. HCM",4.5
187,Oppa Milk Tea - 96 Hậu Giang,"96 Hậu Giang, P. 6, Quận 6, TP. HCM",4.5
188,Quán 48 - Bún Riêu & Canh Bún,"48 Đường D9, Tân Phú, TP. HCM",4.5
189,Hủ Tiếu Lợi Đạt,"7 Tân Thành, P. 16, Quận 11, TP. HCM",4.5
190,Bánh Canh Muối Ghẹ Dì Sáu - 574 Nguyễn Thái Sơn,"574 Nguyễn Thái Sơn, P. 5, Gò Vấp, TP. HCM",4.5
191,102 Cafe - Sinh Tố & Trà Sữa - Quốc Hương,"102 Quốc Hương, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",4.5
192,Nước Sâm 63 - Đội Cung,"194 Đội Cung, P. 9, Quận 11, TP. HCM",0
193,Thaideli - Lẩu Thái & Món Thái - Kênh Tân Hóa,"Đầm Sen Square, Kênh Tân Hóa, P. 3, Quận 11, TP. HCM",4.5
194,Ăn Vặt Nhà Mị - Online,"400/7I Tùng Thiện Vương, P. 13, Quận 8, TP. HCM",4.5
195,Tiệm Nước Nhà Thỏ - Thống Nhất,"405/4 Thống Nhất, P. 11, Gò Vấp, TP. HCM",5
196,Chợt Nhớ - Bánh Ướt Lòng Gà Đà Lạt - Nguyễn Văn Thương,"71/1/25 Nguyễn Văn Thương, P. 25, Bình Thạnh, TP. HCM",4.5
197,Gà Ủ Muối Hoa Tiêu Lộc Phát - Sư Vạn Hạnh,"207/11A Sư Vạn Hạnh, P. 9, Quận 10, TP. HCM",4.5
198,Vựa Cua Biển 69 - Cua Bao Ăn,"75/9 Trần Văn Quang, P. 10, Tân Bình, TP. HCM",4.5
199,Một Bát Trà - Matcha Houjicha Premium - Nguyễn Cảnh Chân,"TK24/28 Nguyễn Cảnh Chân, P. Cầu Kho, Quận 1, TP. HCM",4.5
200,Thiện Nhân - Gà Quay Gà Nướng Cơm Lam,"130 Song Hành, X. Tân Xuân, Hóc Môn, TP. HCM",4.5
201,DaHa - Tổ Yến Chưng - Điện Biên Phủ - Shop Online,"275/46 Bạch Đằng, P.15, Bình Thạnh, TP. HCM",4.5
202,Bún Mọc 123 - Lê Hồng Phong,"418/40 Lê Hồng Phong, P. 1, Quận 10, TP. HCM",4.5
203,Gà Quay Cơm Lam & Bánh Bao - Thiên Phúc,"A19/8 Quốc Lộ 50, X. Bình Hưng, Bình Chánh, TP. HCM",4.5
204,"Cô Chín - Mì Kéo Gà Tốp Mỡ, Bánh Hỏi, Cơm Xá Xíu Gà","411/58/13A Lê Đức Thọ, P. 17, Gò Vấp, TP. HCM",4.5
205,SOL - Coffee And Tea,"31/40 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5
206,Ding Tea - Cộng Hòa,"71/9 Cộng Hòa, P. 4, Tân Bình, TP. HCM",4.5
207,Mẹt Tre - Bún Đậu Mắm Tôm - Hoàng Diệu,"177 Hoàng Diệu 2, P. Linh Trung, Thành Phố Thủ Đức, TP. HCM",4.5
208,Cơm Chay Thiện Nghĩa,"14 Nguyễn Quý Anh, P. Tân Sơn Nhì, Tân Phú, TP. HCM",4.5
209,Mix Juice - Nước Ép Tươi - Nhất Chi Mai,"75 Nhất Chi Mai, P. 13, Tân Bình, TP. HCM",4.5
210,Cơm Chiên Xá Xíu Vạn Ngân,"23 Tú Mỡ, P. 7, Gò Vấp, TP. HCM",4.5
211,Royaltea - Trần Hưng Đạo,"391TK44/23 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",4.5
212,Cốc Cà Phê - Matcha Latte - Nguyễn Cửu Vân,"75/7 Nguyễn Cửu Vân, P. 17, Bình Thạnh, TP. HCM",4.5
213,Cơm Tấm - Cơm Trưa Đại Nam,"D30 Quốc lộ 50, X. Bình Hưng, Bình Chánh, TP. HCM",4.5
214,"Trúc Mai - Bánh Tráng Trộn, Cuốn & Rau Má - Đường Số 20","12-14 Đường Số 20, P. Hiệp Bình Chánh, Thành Phố Thủ Đức, TP. HCM",4.5
215,"Street Food - Gà Rán Pizza, Hamburger - Chiến Lược","361 Chiến Lược, P. Bình Trị Đông A, Bình Tân, TP. HCM",4.5
216,"Bún Mắm Nêm, Nem Nướng & Trà Sữa - Chú Đào Lochi - Lê Văn Lương","524 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM",4.5
217,Gâu Gâu - Cơm Bò Xèo Chảo Gang,"238/15/8 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM",4.5
218,Bún Mắm Cô Tư Miền Tây - Bùi Minh Trực,"85/17/7 Bùi Minh Trực , P. 5, Quận 8, TP. HCM",4.5
219,Như Ý - Cá Viên Chiên & Trà - Đường Số 5,"51A Đường Số 5, P. 17, Gò Vấp, TP. HCM",4.5
220,Bread 24h - Hamburger & Bánh Mì - Đường 49,"Số 80 Đường 49, P. Tân Quy, Quận 7, TP. HCM",4.5
221,Nem Nướng Susu - Tỉnh Lộ 10,"1075/11 Tỉnh Lộ 10, P. Tân Tạo, Bình Tân, TP. HCM",4.5
222,Bếp Dì Mũi - Gỏi Cuốn & Nui Mì Xào Bò - Phạm Thế Hiển,"552/3/7 Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",4.5
223,Trái Cây Tươi Cắt Sẵn - Trái Cây Tô Mẹ Khang,"386/41 Lê Văn Quới, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",4.5
224,Lá Tía Tô - Chay Thực Dưỡng - Hoa Sứ,"3 Hoa Sứ, P. 7, Phú Nhuận, TP. HCM",4.5
225,Chị Tôi - Coffee - 01 Nguyễn Văn Nghi,"01 Nguyễn Văn Nghi, P. 4, Gò Vấp, TP. HCM",5
226,Muối Coffee & Tea - Trần Hưng Đạo,"148 Bis Trần Hưng Đạo, P. 7, Quận 5, TP. HCM",4.5
227,Yến Sào Thượng Hạng Kimberley - Yến Chưng Hủ & Yến Cao Cấp,"45 Lý Thường Kiệt, P. 7, Quận 11, TP. HCM",4.5
228,"LET’S CHAY - Bánh Mì, Xôi & Cơm Tấm Chay","197 Phan Đình Phùng, P. 17, Phú Nhuận, TP. HCM",4.5
229,Trân Food 2 - Gà Ủ Muối Hoa Tiêu - Lê Đức Thọ,"350/54/35d Lê Đức Thọ, P. 3, Gò Vấp, TP. HCM",4.5
230,Trân Food - Gà Ủ Muối Hoa Tiêu - Lê Đức Thọ,"350/54/41 Lê Đức Thọ, P.6, Gò Vấp, TP. HCM",4.5
231,Góc Huế - Chuyên Món Huế - Chi Nhánh 3,"400 An Dương Vương, P. 4, Quận 5, TP. HCM",4.5
232,Cathy's Coffee - Trà Sữa & Sinh Tố & Mì Sủi Cảo Hoành Thánh,"389 Tô Ký, P. Trung Mỹ Tây, Quận 12, TP. HCM",4.5
233,Gỏi Cuốn & Bánh Mì Hấp 85,"85 Âu Dương Lân, P. 3, Quận 8, TP. HCM",4.5
234,Múp - Chè Dừa Nước - Đường 65,"Hẻm 22, 22/9 Đường 65, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",4.5
235,Băng Băng Quán Cafe Bất Ổn - Lê Văn Quới,"114 Lê Văn Quới, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",4.5
236,Bánh Cuốn 81 - Bánh Cuốn - Nguyễn Tư Nghiêm,"19/6 Nguyễn Tư Nghiêm, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",4.5
237,O Tú - Bún Bò Huế - Chợ Lớn,"256 Chợ Lớn, P. 11, Quận 6, TP. HCM",4.5
238,Bánh Mì Hội An A.Chùm - Hoàng Quốc Việt,"C33 Hoàng Quốc Việt, Đối diện 60 Hoàng Quốc Việt, Quận 7, TP. HCM",4.5
239,Linh Coffee And Tea - Chu Văn An,"84 Chu Văn An, P. 26, Bình Thạnh, TP. HCM",4.5
240,Đậu Mix - Sữa Hạt Nguyên Chất Healthy - Nguyễn Thượng Hiền,"217 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",0
241,Nem Nướng D’ran Since 1968 - Healthy & Fresh - Phan Xích Long,"116 Phan Xích Long, P. 3, Bình Thạnh, TP. HCM",4.5
242,Bún Đậu Mẹt - Lê Văn Thọ,"376 Lê Văn Thọ, P. 11, Gò Vấp, TP. HCM",4.5
243,"Vương Ý - Dimsum, Há Cảo & Sủi Cảo -  Đường 11","116/23 Đường 11, P. Trường Thọ, Thành Phố Thủ Đức, TP. HCM",4.5
244,Miến Trộn Muối Ghẹ Dì Sáu,"574 Nguyễn Thái Sơn, P. 5, Gò Vấp, TP. HCM",5
245,Mầm Healthy Food - Nguyễn Trọng Tuyển,"225 Nguyễn Trọng Tuyển, P. 8, Phú Nhuận, TP. HCM",4.5
246,SoyBam - Cá Hồi Ngâm Tương Hàn Quốc,"197 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM",4.5
247,A.C Food - Gà Ủ Muối Hoa Tiêu & Chân Gà Rút Xương Sốt Thái	,"228/18 Nguyễn Thượng Hiền, P. 1, Gò Vấp, TP. HCM",4.5
248,Newdays Matcha - Ung Văn Khiêm,"362/15 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",4.5
249,Cơm Trưa - Cơm Văn Phòng Ba Buôi 218 Tân Bình,"218 Nguyễn Thái Bình, P. 12, Tân Bình, TP. HCM",0
250,Phở Tuấn - Phở - 287/30 Nguyễn Đình Chiểu,"287/30 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",4.5
251,Xôi Ghẹ Xanh 72 - Đường Số 5B,"39 Đường Số 5B, P. An Lạc A, Bình Tân, TP. HCM",4.5
252,Hululuk - Ramen And Milk Tea - 205 Nguyễn Văn Thương,"205 Nguyễn Văn Thương, P. 25, Bình Thạnh, TP. HCM",0
253,Ăn Vặt Măm Măm,"2/32 Phạm Văn Bạch, P. 15, Tân Bình, TP. HCM",4.5
254,Fresh & Healthy Cake - Bánh Mì Đen - Lý Chính Thắng,"1D Lý Chính Thắng, P. 8, Quận 3, TP. HCM",4.5
255,Cơm Tấm 3 Chị Em - Đường Số 11N,"5N Đường Số 11N, P. Tân Thuận Tây, Quận 7, TP. HCM",0
256,Gà Nướng HOÀNG GIA,"652A Cộng Hoà, P. 13, Tân Bình, TP. HCM",4.5
257,Mì Cay A Bão,"80/28/20 Dương Quảng Hàm, P. 5, Gò Vấp, TP. HCM",4.5
258,Trà Cóc Giã Tay Chị Sửu Bà Chiểu,"366 Bùi Hữu Nghĩa, P. 2, Bình Thạnh, TP. HCM",4.5
259,Homies Food - Trà Dâu Tươi & Trà Sữa - Hồ Bá Phấn,"49A Hồ Bá Phấn, P. Phước Long A, Thành Phố Thủ Đức, TP. HCM",4.5
260,Lan Sinh Tố - Nước Ép 228,"228 Lê Quang Định, P. 14, Bình Thạnh, TP. HCM",4.5
261,Kalita Kafe - Cà Phê & Olong - Trường Sa,"176a Trường Sa, P. 1, Bình Thạnh, TP. HCM",4.5
262,Nghiện Store - Bánh Tráng & Ăn Vặt - Nguyễn Đình Chiểu,"425/38 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",4.5
263,Cơm Bà Đẻ,"1C Cao Thắng, P. 2, Quận 3, TP. HCM",4.5
