tenquan,diachi,rating,item,price
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,Combo Udon Xá Xíu,160000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,Combo Udon Xá Xíu,160000
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Dê Tươi 100% Ngọc Dương Quán - 365 Nơ Trang Long,"365 Nơ Trang Long, P. 13, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Kem Swensen's - Nguyễn Thái Học,"73 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",4.5,Combo Udon Xá Xíu,160000
The Coffee Bean & Tea Leaf - Nguyễn Huệ,"101 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",4.5,Combo Udon Xá Xíu,160000
TUTIMI - Milo Dầm - Trà Sữa & Coffee - Nguyễn Tri Phương,"372 Đ. Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Kimbap City - Món Ăn Hàn Quốc - Cách Mạng Tháng 8,"134/16 Cách Mạng Tháng 8, P. 9, Quận 3, TP. HCM",4.5,Combo Udon Xá Xíu,160000
"Mì Xào Bò, Hủ Tiếu Xào Bò & Cơm Chiên Xá Xíu - Tâm Ký","75 Đường Hoàng Ngọc Phách, P. Phú Thọ Hòa, Tân Phú, TP. HCM",4.5,Combo Udon Xá Xíu,160000
TH true mart - Phạm Hùng - 70000220,"231 Phạm Hùng, P. 4, Quận 8, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Súp Cua Mộc - Kha Vạn Cân,"1007 Kha Vạn Cân, P. Linh Tây, Thành Phố Thủ Đức, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Domino’s Pizza - Quốc Hương,"14G Quốc Hương, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Kem Dairy Queen - Lotte Mart Gò Vấp,"Tầng Trệt, Tầng Trệt Lotte Mart Gò Vấp, 242 Nguyễn Văn Lượng, P. 10, Gò Vấp, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Bánh Tráng Cô Sương - Bánh Tráng Chấm & Bánh Tráng Cuốn - Phùng Văn Cung,"2G Phùng Văn Cung, P. 7, Phú Nhuận, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Phúc Long D39 Bình Trưng Tây,"109 Đường 39, Ấp Trung 2, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Sữa Chua Trân Châu Hạ Long - Đường Số 7,"247 Đường Số 7, P. Bình Trị Đông B, Bình Tân, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Trà Sữa Sunday Basic - Phan Văn Hớn,"52/1B Phan Văn Hớn, Ấp Tiền Lân 1, X. Bà Điểm, Hóc Môn, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Mì Cay Sasin - 144 Quang Trung,"144 Quang Trung, P. 10, Gò Vấp, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Ai-CHA - Phan Xích Long,"228 Phan Xích Long, P. 7, Phú Nhuận, TP. HCM",4.5,Combo Udon Xá Xíu,160000
TOUS les JOURS - Hai Bà Trưng,"180 Hai Bà Trưng, Quận 1, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Gà Rán & Burger Lotteria - Nguyễn Ánh Thủ,"159/6 - 160/1 Nguyễn Ảnh Thủ, X. Trung Chánh, Hóc Môn, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Pizza Hut - St Center,"GF01-03 Tầng 1 ST Center, 2A Bình Chiểu, P. Bình Chiểu, Thành Phố Thủ Đức, TP. HCM",4.5,Combo Udon Xá Xíu,160000
3SACH MART - Nguyễn Đình Chiểu,"264 Nguyễn Đình Chiểu, P. Võ Thị Sáu, Quận 3, TP. HCM",4.5,Combo Udon Xá Xíu,160000
"Cơm Delichi - Cơm Sườn, Ba Rọi Xốt, Cơm Văn Phòng - Thành Thái","58/23 Thành Thái, P. 12, Quận 10, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Café Amazon - Hai Bà Trưng,"97 Hai Bà Trưng, P. Bến Nghé, Quận 1, TP. HCM",4.5,Combo Udon Xá Xíu,160000
The Pizza Company - Vành Đai Trong,"313 - 315 Vành Đai Trong, P. Bình Trị Đông B, Bình Tân, TP. HCM",4.5,Combo Udon Xá Xíu,160000
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Nguyễn Thị Nghĩa","16 Nguyễn Thị Nghĩa, P. Bến Thành, Quận 1, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Gà Nướng Ò Ó O - Gà Nướng Nhiều Vị - Trần Hưng Đạo,"328 Trần Hưng Đạo, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Mì Quảng Mỹ Sơn - Kỳ Đồng,"9A Kỳ Đồng, P. 9, Quận 3, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Bánh Ướt Lòng Gà Đà Lạt - Chính Gốc,"137 Đường Số 39, P. Tân Quy, Quận 7, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Mì Quảng 3 Anh Em Chính Gốc - Võ Nguyên Giáp,"674/1A Võ Nguyên Giáp, P. Hiệp Phú, Thành Phố Thủ Đức, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Cháo Sườn Bé Hiền - Súp Cua & Bún Bò,"201/83 Nguyễn Xí, P. 26, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
"Cô Tư - Nui Sốt Bò Bằm, Mì Spaghetti & Cơm Chiên Bò Lúc Lắc","401/3 Chu Văn An, P. 12, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Quán Ngon Trảng Bàng - Chính Gốc - Không Chi Nhánh,"68A Nguyễn Thị Thập, P. Bình Thuận, Quận 7, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Dì Năm - Cháo Gà Trứng Non,"139 Đường 39, P. Tân Quy, Quận 7, TP. HCM",4.5,Combo Udon Xá Xíu,160000
"3 Râu - Gà Rán, Pizza Và Trà Sữa - Huỳnh Mẫn Đạt","76 Huỳnh Mẫn Đạt, P. 19, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
"3 Râu - Gà Rán, Pizza & Trà Sữa - Nguyễn Thái Bình","64 Nguyễn Thái Bình, P. 12, Tân Bình, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Thai Market Restaurant - 95 Cao Thắng,"95 Cao Thắng, P. 3, Quận 3, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Heo Quay Tây Bắc - Chợ Bà Chiểu,"339A Bùi Hữu Nghĩa, P. 1, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Bún Bò Hương Thanh - Lạc Long Quân,"212 Lạc Long Quân, P. 10, Quận 11, TP. HCM",4.5,Combo Udon Xá Xíu,160000
"Cá Viên Chiên Sumi - Mì Cay Samyang, Ăn Vặt - Tôn Đản","148/12/25 Tôn Đản, P. 8, Quận 4, TP. HCM",4.5,Combo Udon Xá Xíu,160000
DODO PIZZA - Trần Hưng Đạo ,"147A Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, TP. HCM",4.5,Combo Udon Xá Xíu,160000
"Benno Bento - Mì Ý, Bò Mỹ, Cơm Bò Hầm - Phan Văn Hân","256 Phan Văn Hân, P. 17, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Bún Đậu Đi - Phan Văn Hân,"177 Phan Văn Hân, P. 17, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Cơm Gà Đông Nguyên - Hà Huy Tập,"53 Hà Huy Tập, P. Tân Phong, Quận 7, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Phở Nhà - 156 Nguyễn Xí,"156 Nguyễn Xí, P. 26, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Sơn Nga Phở Gà - Nguyễn Đình Chiểu,"48 Nguyễn Đình Chiểu, P. Đa Kao, Quận 1, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Há Cảo Phụng Tỷ - Há Cảo & Xíu Mại - Bình Trị Đông,"363/21/14 Bình Trị Đông, P. Bình Trị Đông A, Bình Tân, TP. HCM",4.5,Combo Udon Xá Xíu,160000
"Minh Thư 8 - Cơm Gà Xối Mỡ, Cơm Trắng Các Món & Nước Ép - Hoàng Diệu 2","218 Hoàng Diệu 2, P. Linh Chiểu, Thành Phố Thủ Đức, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Nhà Cua CN4 - Cua Cà Mau Chế Biến - Phạm Văn Chiêu,"237/32/79 Phạm Văn Chiêu, P. 14, Gò Vấp, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Mr. Nem - Nem Nướng Nha Trang & Bún Thịt Nướng - Cây Trâm,"400 Cây Trâm, P. 8, Gò Vấp, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Cơm Gà Chang Tròn Bàu Cát 4 - Nguyễn Hồng Đào,"180A Nguyễn Hồng Đào, Tân Bình, TP. HCM",0,Combo Udon Xá Xíu,160000
Chuk Trà & Cà Phê - 105 Phan Xích Long,"103 - 105 Phan Xích Long, P. 2, Phú Nhuận, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Chuk Express Trà & Cà Phê - Giga Mall,"Tầng 4, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Thành Phố Thủ Đức, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Gong Cha - Trà & Cà Phê - Nguyễn Sơn,"7 Nguyễn Sơn, P. Phú Thạnh, Tân Phú, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Thành Đạt - Hủ Tiếu Nam Vang - 22C Nguyễn Hữu Cầu,"22C Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Cà Phê Nhà Mình - Cà Phê & Sữa Tươi - Đường Số 32,"002 Đường Số 32, P. 10, Quận 6, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Bún Đậu Mắm Tôm - VUA ĐẬU & BÚN ĐẬU NHÀ VUA - 254 Vạn Kiếp,"254 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",4.5,Combo Udon Xá Xíu,160000
KOI Thé - Vincom Mega Mall Thảo Điền,"B1-K11-K12-K13, Vincom Mega Mall Thảo Điền, 161 Xa Lộ Hà Nội, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Cơm Tấm Ba Ghiền Không Chi Nhánh - 84 Đặng Văn Ngữ,"84 Đặng Văn Ngữ, P. 10, Phú Nhuận, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Texas Chicken - Hoàng Văn Thụ,"392 - 394 Hoàng Văn Thụ, Tân Bình, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Joy Joy Dessert Milk Tea Store - Trà Sữa Express - Bạch Mã,"U4 Bạch Mã, P. 15, Quận 10, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Chị Lan - Bắp Xào & Hột Vịt Lộn - Nguyễn Văn Công,"73 Nguyễn Văn Công, P. 3, Gò Vấp, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Bánh Mì Patê Cột Đèn Hải Phòng - Đường Số 1,"141 Đường Số 1, P. Tân Phú, Quận 7, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Cơm Thố Bụi - 12 Nguyễn Sơn Hà,"12 Nguyễn Sơn Hà, P. 5, Quận 3, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Kim Oanh - Bún Bò & Phở Bò Kho,"6 Lâm Văn Bền, P. Tân Kiểng, Quận 7, TP. HCM",4.5,Combo Udon Xá Xíu,160000
Lu Yu Tea - Trà Sữa Olong Đặc Sản - Võ Văn Ngân,"19 Võ Văn Ngân, P. Linh Chiểu, Thành Phố Thủ Đức, TP. HCM",4.5,Combo Udon Xá Xíu,160000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,Trứng hấp( Chawanmushi),12000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,UDON XÁ XÍU,79000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,UDON TRỘN HEO CAY,75000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,UDON TRỘN MENTAI,63000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,UDON BÒ TRỨNG,79000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,UDON BÒ,34500
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,Udon Tomyum,85000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,UDON THỊT HEO CAY,68000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,UDON XÀO BÒ,87000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,Combo Udon bò Trứng,180000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,Combo Cơm bò trứng onsen(kèm trà sữa+ sữa chua),130000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,RAMEN TRỨNG - XÁ XÍU,85000
KuBin - Trà Sữa Thạch Phô Mai - Huỳnh Tấn Phát,"1806/21 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, TP. HCM",4.5,RAMEN XÁ XÍU,75000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,Trứng hấp( Chawanmushi),12000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,UDON XÁ XÍU,79000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,UDON TRỘN HEO CAY,75000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,UDON TRỘN MENTAI,63000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,UDON BÒ TRỨNG,79000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,UDON BÒ,34500
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,Udon Tomyum,85000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,UDON THỊT HEO CAY,68000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,UDON XÀO BÒ,87000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,Combo Udon bò Trứng,180000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,Combo Cơm bò trứng onsen(kèm trà sữa+ sữa chua),130000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,RAMEN TRỨNG - XÁ XÍU,85000
Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Ngô Tất Tố,"42 Ngô Tất Tố, P. 19, Bình Thạnh, TP. HCM",4.5,RAMEN XÁ XÍU,75000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,Trứng hấp( Chawanmushi),12000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,UDON XÁ XÍU,79000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,UDON TRỘN HEO CAY,75000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,UDON TRỘN MENTAI,63000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,UDON BÒ TRỨNG,79000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,UDON BÒ,34500
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,Udon Tomyum,85000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,UDON THỊT HEO CAY,68000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,UDON XÀO BÒ,87000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,Combo Udon bò Trứng,180000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,Combo Cơm bò trứng onsen(kèm trà sữa+ sữa chua),130000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,RAMEN TRỨNG - XÁ XÍU,85000
Bánh Tráng Tỏi 019 - Trần Quốc Toản,"Số 3 Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, TP. HCM",0,RAMEN XÁ XÍU,75000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,Trứng hấp( Chawanmushi),12000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,UDON XÁ XÍU,79000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,UDON TRỘN HEO CAY,75000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,UDON TRỘN MENTAI,63000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,UDON BÒ TRỨNG,79000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,UDON BÒ,34500
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,Udon Tomyum,85000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,UDON THỊT HEO CAY,68000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,UDON XÀO BÒ,87000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,Combo Udon bò Trứng,180000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,Combo Cơm bò trứng onsen(kèm trà sữa+ sữa chua),130000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,RAMEN TRỨNG - XÁ XÍU,85000
Bún Đậu Nón Lá - Nguyễn Tri Phương,"188 Nguyễn Tri Phương, P.4, Quận 10, TP. HCM",4.5,RAMEN XÁ XÍU,75000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,Trứng hấp( Chawanmushi),12000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,UDON XÁ XÍU,79000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,UDON TRỘN HEO CAY,75000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,UDON TRỘN MENTAI,63000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,UDON BÒ TRỨNG,79000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,UDON BÒ,34500
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,Udon Tomyum,85000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,UDON THỊT HEO CAY,68000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,UDON XÀO BÒ,87000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,Combo Udon bò Trứng,180000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,Combo Cơm bò trứng onsen(kèm trà sữa+ sữa chua),130000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,RAMEN TRỨNG - XÁ XÍU,85000
Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 173 Nguyễn Thiện Thuật,"173 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",0,RAMEN XÁ XÍU,75000
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,Trứng hấp( Chawanmushi),12000
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,UDON XÁ XÍU,79000
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,UDON TRỘN HEO CAY,75000
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,UDON TRỘN MENTAI,63000
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,UDON BÒ TRỨNG,79000
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,UDON BÒ,34500
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,Udon Tomyum,85000
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,UDON THỊT HEO CAY,68000
Chân Gà Sốt Thái & Gỏi Bạch Tuộc - Bùi Đình Tuý,"304/61 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",4.5,UDON XÀO BÒ,87000
