idquan,rating,item,price
200,4.5,Canh kimchi bạch tuộc,52000
201,4.5,Canh kimchi bạch tuộc,52000
202,4.5,Canh kimchi bạch tuộc,52000
203,4.5,Canh kimchi bạch tuộc,52000
204,4.5,Canh kimchi bạch tuộc,52000
205,4.5,Canh kimchi bạch tuộc,52000
206,4.5,Canh kimchi bạch tuộc,52000
207,4.5,Canh kimchi bạch tuộc,52000
208,4.5,Canh kimchi bạch tuộc,52000
209,4.5,Canh kimchi bạch tuộc,52000
210,4.5,Canh kimchi bạch tuộc,52000
211,4.5,Canh kimchi bạch tuộc,52000
212,4.5,Canh kimchi bạch tuộc,52000
213,4.5,Canh kimchi bạch tuộc,52000
214,4.5,Canh kimchi bạch tuộc,52000
215,4.5,Canh kimchi bạch tuộc,52000
216,4.5,Canh kimchi bạch tuộc,52000
217,4.5,Canh kimchi bạch tuộc,52000
218,4.5,Canh kimchi bạch tuộc,52000
219,4.5,Canh kimchi bạch tuộc,52000
220,4.5,Canh kimchi bạch tuộc,52000
221,0,Canh kimchi bạch tuộc,52000
222,4.5,Canh kimchi bạch tuộc,52000
223,5,Canh kimchi bạch tuộc,52000
224,3.5,Canh kimchi bạch tuộc,52000
225,4.5,Canh kimchi bạch tuộc,52000
226,4.5,Canh kimchi bạch tuộc,52000
227,4.5,Canh kimchi bạch tuộc,52000
228,4.5,Canh kimchi bạch tuộc,52000
229,4.5,Canh kimchi bạch tuộc,52000
230,4.5,Canh kimchi bạch tuộc,52000
231,4.5,Canh kimchi bạch tuộc,52000
232,4.5,Canh kimchi bạch tuộc,52000
233,4.5,Canh kimchi bạch tuộc,52000
234,4.5,Canh kimchi bạch tuộc,52000
235,4.5,Canh kimchi bạch tuộc,52000
236,4.5,Canh kimchi bạch tuộc,52000
158,4.5,Canh bò nấm,44000
158,4.5,Cơm thố cháy giòn bò dim xì dầu,48800
158,4.5,Chả cá chiên lắc phomai,40000
158,4.5,Cơm bạch tuộc chảo nóng,60000
158,4.5,Cơm trộn thập cẩm hàn quốc,52000
158,4.5,Kimbab truyền thống,32000
158,4.5,Mì kimchi,52000
158,4.5,Kimbab chả cá,39200
158,4.5,Miến trộn chả cá,52000
158,4.5,Cơm thố cháy giòn gà sốt bơ tỏi,48800
158,4.5,Cơm Heo Xì Dầu,48800
158,4.5,Bạch tuộc cay phomai,116000
158,4.5,Chả cá sốt cay,36000
158,4.5,Canh ngao kim chi,44000
158,4.5,Kimbab chiên,39200
158,4.5,Mì kimchi bạch tuộc,60000
158,4.5,Cơm trộn kim chi,52000
158,4.5,Gà cay phomai,108000
158,4.5,Kimbab bò,39200
158,4.5,Cơm trộn bạch tuộc,56800
158,4.5,Cơm heo chiên xù sốt bơ tỏi,60000
158,4.5,Cơm trộn thập cẩm Hàn Quốc,52000
158,4.5,Cơm thố cháy giòn bò sốt bơ tỏi,48800
158,4.5,Cơm thố cháy giòn heo dim xì dầu,48800
158,4.5,Cơm bò chảo nóng,60000
158,4.5,Cơm Bò Xì Dầu,56800
158,4.5,Cơm heo chảo nóng,60000
158,4.5,Gà sốt cay,68000
158,4.5,Cơm thố cháy giòn gà xào cay,52000
158,4.5,Cơm heo chiên xù chua ngọt,60000
158,4.5,Canh kim chi,44000
158,4.5,Canh kimchi bạch tuộc,52000
158,4.5,Mì cay,52000
158,4.5,Cơm gà chảo nóng,60000
159,4.5,Canh bò nấm,44000
159,4.5,Canh kim chi,44000
159,4.5,Canh kimchi bạch tuộc,52000
159,4.5,Canh rong biển tươi,44000
160,4.5,Canh ngao kim chi,44000
160,4.5,Canh kimchi bạch tuộc,52000
161,4.5,Canh ngao kim chi,44000
162,4.5,Canh ngao kim chi,44000
163,4.5,Canh ngao kim chi,44000
164,4.5,Canh ngao kim chi,44000
165,4.5,Canh ngao kim chi,44000
166,4.5,Canh ngao kim chi,44000
167,5,Canh ngao kim chi,44000
168,4.5,Canh ngao kim chi,44000
169,4.5,Canh ngao kim chi,44000
170,3.5,Canh ngao kim chi,44000
171,4.5,Canh ngao kim chi,44000
172,4.5,Canh ngao kim chi,44000
173,4.5,Canh ngao kim chi,44000
174,4.5,Canh ngao kim chi,44000
175,4.5,Canh ngao kim chi,44000
176,4.5,Canh ngao kim chi,44000
177,4.5,Canh ngao kim chi,44000
178,4.5,Canh ngao kim chi,44000
179,4.5,Canh ngao kim chi,44000
180,4.5,Canh ngao kim chi,44000
181,4.5,Canh ngao kim chi,44000
182,4.5,Canh ngao kim chi,44000
183,4.5,Canh ngao kim chi,44000
184,4.5,Canh ngao kim chi,44000
185,4.5,Canh ngao kim chi,44000
186,4.5,Canh ngao kim chi,44000
187,4.5,Canh ngao kim chi,44000
188,4.5,Canh ngao kim chi,44000
189,4.5,Canh ngao kim chi,44000
237,4.5,Canh kimchi bạch tuộc,52000
190,4.5,Canh ngao kim chi,44000
191,4.5,Canh ngao kim chi,44000
192,4.5,Canh ngao kim chi,44000
193,4.5,Canh ngao kim chi,44000
194,4.5,Canh ngao kim chi,44000
195,4.5,Canh ngao kim chi,44000
196,4.5,Canh ngao kim chi,44000
197,4.5,Canh ngao kim chi,44000
198,4.5,Canh ngao kim chi,44000
199,4.5,Canh ngao kim chi,44000
200,4.5,Canh ngao kim chi,44000
201,4.5,Canh ngao kim chi,44000
202,4.5,Canh ngao kim chi,44000
203,4.5,Canh ngao kim chi,44000
204,4.5,Canh ngao kim chi,44000
205,4.5,Canh ngao kim chi,44000
206,4.5,Canh ngao kim chi,44000
207,4.5,Canh ngao kim chi,44000
208,4.5,Canh ngao kim chi,44000
209,4.5,Canh ngao kim chi,44000
210,4.5,Canh ngao kim chi,44000
211,4.5,Canh ngao kim chi,44000
212,4.5,Canh ngao kim chi,44000
213,4.5,Canh ngao kim chi,44000
214,4.5,Canh ngao kim chi,44000
215,4.5,Canh ngao kim chi,44000
216,4.5,Canh ngao kim chi,44000
217,4.5,Canh ngao kim chi,44000
218,4.5,Canh ngao kim chi,44000
219,4.5,Canh ngao kim chi,44000
220,4.5,Canh ngao kim chi,44000
221,0,Canh ngao kim chi,44000
222,4.5,Canh ngao kim chi,44000
223,5,Canh ngao kim chi,44000
224,3.5,Canh ngao kim chi,44000
225,4.5,Canh ngao kim chi,44000
226,4.5,Canh ngao kim chi,44000
227,4.5,Canh ngao kim chi,44000
228,4.5,Canh ngao kim chi,44000
229,4.5,Canh ngao kim chi,44000
230,4.5,Canh ngao kim chi,44000
231,4.5,Canh ngao kim chi,44000
232,4.5,Canh ngao kim chi,44000
233,4.5,Canh ngao kim chi,44000
234,4.5,Canh ngao kim chi,44000
235,4.5,Canh ngao kim chi,44000
236,4.5,Canh ngao kim chi,44000
158,4.5,Miến trộn HQ,52000
158,4.5,Canh rong biển tươi,44000
158,4.5,Mì tương đen,52000
158,4.5,Cơm trộn thập cẩm hàn quốc,5000
158,4.5,Cơm thố cháy giòn heo chiên xù bơ tỏi,48800
158,4.5,Tokbukki chiên lắc phomai,36000
158,4.5,Cánh gà chiên lắc phomai,68000
158,4.5,Gà viên lắc phomai,108000
158,4.5,Cơm gà đùi chảo nóng,60000
158,4.5,Ăn Ngon Rẻ - Cơm trộn thập cẩm Hàn Quốc,52000
158,4.5,Tokbikki Phomai,52000
158,4.5,Cơm thố cháy giòn chả cá sốt bơ tỏi,48800
158,4.5,Tokbukki,40000
158,4.5,Cơm thố cháy giòn thịt heo xà xíu,48800
158,4.5,Cơm thố cháy giòn bò xào,48800
237,4.5,Canh ngao kim chi,44000
238,4.5,TIRAMISU LY VUÔNG,67000
239,4.5,BÔNG LAN CHÀ BÔNG,20000
240,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
241,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
242,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
243,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
244,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
245,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
246,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
247,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
248,5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
249,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
250,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
251,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
252,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
253,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
254,0,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
255,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
256,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
257,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
258,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
259,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
260,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
261,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
262,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
263,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
264,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
265,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
266,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
267,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
268,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
269,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
270,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
271,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
272,5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
273,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
274,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
275,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
276,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
277,5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
278,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
279,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
280,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
281,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
282,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
283,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
284,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
285,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
286,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
287,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
288,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
289,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
290,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
291,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
292,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
293,0,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
294,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
295,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
296,0,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
297,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
298,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
299,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
238,4.5,PAPAROTI,20000
238,4.5,BÁNH KEM HOA TULIP SIÊU XINH,239000
238,4.5,BÁNH MÌ CHÀ BÔNG XÚC XÍCH,20000
238,4.5,MOUSSE BƠ TƯƠI (14CM) TẶNG FULL SET PHỤ KIỆN,319000
238,4.5,PANNA COTTA,29000
238,4.5,HOA TULIP (16CM),444000
238,4.5,PA TÊ SÔ NHÂN THỊT,22000
238,4.5,BÁNH PHÔ MAI TAN CHẢY,40000
238,4.5,BÁNH KEM VÀ GẤU 12CM,226000
238,4.5,SET 9 CUP VUÔNG BÁNH MOUSSE MIX VỊ,239000
238,4.5,2 BÉ MÈO MINI SIÊU CUTE,299000
238,4.5,TIRAMISU SIZE NHỎ (12CM) TẶNG FULL SET PHỤ KIỆN,236000
238,4.5,BÉ SHIT & CUỘN GIẤY,299000
238,4.5,TIRAMISU SIZE NHỎ + (14CM) TẶNG FULL SET PHỤ KIỆN,309000
238,4.5,HOA CÚC - CHÀ BÔNG TRỨNG MUỐI,59000
238,4.5,BÁNH KEM VIỆT QUẤT (13CM),239000
238,4.5,HOA TULIP (14CM),339000
238,4.5,BÁNH KEM GẤU LOPPY ĐỘI KHĂN 14CM,239000
238,4.5,TIRAMISU,67000
238,4.5,BÉ HEO & BÉ SHIT MINI,299000
238,4.5,BÁNH THẦN TÀI (VÀNG),349000
238,4.5,BÁNH HOA TULIP SIZE LỚN (15CM),359000
238,4.5,SET 6 BÁNH MOUSSE MIX VỊ SIÊU XINH,379000
238,4.5,NÓN (MŨ) SINH NHẬT,10000
238,4.5,BÁNH KEM CỘT NƠ 12CM,239000
238,4.5,BÉ HEO VÀ BÉ SHIT MINI,299000
238,4.5,BÁNH MÌ DỪA NHÂN PHÔ MAI,20000
238,4.5,SET 20 BÁNH MOUSSE MIX VỊ SIÊU XINH (đế bánh kem),889000
238,4.5,BÔNG LAN LÁ DỨA (TAM GIÁC),25000
238,4.5,SET 9 BÁNH MOUSSE MIX VỊ SIÊU XINH,539000
238,4.5,TART TRỨNG,15000
238,4.5,CROISSANT SỐT TRỨNG MUỐI CHÀ BÔNG,49000
238,4.5,BÁNH BẮP VỪA (15CM) TẶNG FULL SET PHỤ KIỆN,349000
238,4.5,BÔNG LAN TRỨNG MUỐI THỐ MIX CHÀ BÔNG,67000
238,4.5,BÁNH KEM HÀN QUỐC CUTE 14CM,239000
238,4.5,CUA PHÔ MAI,20000
238,4.5,BÁNH MÌ NHÂN KHOAI MÔN,20000
238,4.5,PHÔ MAI BƠ TỎI NÓNG HỔI,54000
238,4.5,BÁNH MÌ DỪA CHÀ BÔNG,20000
238,4.5,SET 4 BÁNH MOUSSE MIX VỊ (TẶNG FULL SET PHỤ KIỆN),276000
238,4.5,TIRAMISU SIZE TRUNG (16CM) TẶNG FULL SET PHỤ KIỆN,404000
238,4.5,BÁNH KEM NẾN DÂU TÂY 12CM,236000
238,4.5,PHÁO TIA ( 1 BỊCH 8 CÂY),12000
238,4.5,BÁNH MÌ KẸP CHÀ BÔNG,20000
238,4.5,BÁNH KEM HOA HƯỚNG DƯƠNG 12CM,239000
238,4.5,BÁNH KEM CỘT NƠ & TRÁI TIM 12CM,239000
238,4.5,HOA CÚC - SỮA DỪA NHO,59000
238,4.5,CAPYBARA BÊN HỒ BƠI 14CM,299000
238,4.5,BÁNH KEM KHỦNG LONG CUTE 14CM,249000
238,4.5,TIRAMISU BENTO,129000
238,4.5,TIRAMISU SIZE LỚN + (20CM) TẶNG FULL SET PHỤ KIỆN,582000
238,4.5,BÁNH BẮP LỚN (18CM)TẶNG FULL SET PHỤ KIỆN,538000
238,4.5,BENTO CAKE,119000
238,4.5,BÁNH KEM CUỘN GIẤY VỆ SINH 12CM,239000
238,4.5,SET 6 BÁNH MOUSSE MIX VỊ SIÊU XINH,443000
238,4.5,SET 20 BÁNH SU SINH NHẬT (TẶNG FULL SET PHỤ KIỆN),348000
238,4.5,BÁNH KEM 3D (12CM),239000
238,4.5,MOUSSE XOÀI (14CM) TẶNG FULL SET PHỤ KIỆN,319000
238,4.5,PIZZA XÚC XÍCH (TAM GIÁC),29000
238,4.5,MOUSSE DƯA LƯỚI,67000
238,4.5,SET 12 CUP VUÔNG BÁNH MOUSSE MIX VỊ,309000
238,4.5,BÁNH KEM BIA TIGER 14CM,299000
238,4.5,BÁNH MÌ MÈ ĐEN HÀN QUỐC VỊ TRÀ XANH,20000
238,4.5,SANDWICH,29000
238,4.5,(5 CÁI) BÁNH MÌ CHÀ BÔNG SỐT TRỨNG MUỐI,59000
238,4.5,BÁNH KEM TÚI XÁCH CHANEL,340000
238,4.5,TIRAMISU BENTO,139000
238,4.5,NẾN XOẮN MIX MÀU,15000
238,4.5,MOUSSE VIỆT QUẤT,67000
238,4.5,MOUSSE CHANH DÂY,67000
238,4.5,BÁNH KEM BÉ SHIT CUTE ^^ 12CM,239000
239,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
239,4.5,BÔNG LAN LÁ DỨA (TAM GIÁC),25000
239,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
240,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
241,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
242,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
243,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
244,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
245,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
246,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
247,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
248,5,BÔNG LAN CUỘN MỨT THƠM,67000
249,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
250,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
251,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
252,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
253,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
254,0,BÔNG LAN CUỘN MỨT THƠM,67000
255,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
256,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
257,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
258,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
259,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
260,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
261,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
262,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
263,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
264,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
265,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
266,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
267,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
268,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
269,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
270,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
271,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
272,5,BÔNG LAN CUỘN MỨT THƠM,67000
273,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
274,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
275,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
276,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
277,5,BÔNG LAN CUỘN MỨT THƠM,67000
278,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
279,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
280,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
281,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
282,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
300,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
283,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
284,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
285,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
286,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
287,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
288,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
289,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
290,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
291,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
292,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
293,0,BÔNG LAN CUỘN MỨT THƠM,67000
294,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
295,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
296,0,BÔNG LAN CUỘN MỨT THƠM,67000
297,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
298,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
299,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
238,4.5,BÁNH KEM SOCOLA 14CM,299000
238,4.5,BÁNH KEM MINI 10CM (mẫu random tại tiệm nhé khách iu),139000
238,4.5,HOA TULIP (12CM),239000
238,4.5,SET 16 BÁNH SU SINH NHẬT (TẶNG FULL SET PHỤ KIỆN),299000
238,4.5,SET 4 BÁNH MOUSSE MIX VỊ SIÊU XINH,276000
238,4.5,MOUSSE XOÀI,67000
238,4.5,BÁNH KEM SPIDER-MAN 14CM,299000
238,4.5,BÁNH KEM GẤU CAPYBARA 14CM,239000
238,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
238,4.5,MOUSSE BƠ TƯƠI,67000
238,4.5,BÁNH BÒ THỐT NỐT CHẤM NƯỚC CỐT DỪA,99000
238,4.5,TIRAMISU SIZE MINI (10CM) TẶNG FULL SET PHỤ KIỆN,240000
238,4.5,SET 16 CUP VUÔNG BÁNH MOUSSE MIX VỊ,369000
238,4.5,BÁNH KEM GẤU LOOPY CUTE 14CM,249000
238,4.5,SET HOA VÀ BÁNH (HỒNG),349000
238,4.5,NẾN TĂM,10000
238,4.5,HOA CÚC - HẠNH NHÂN,59000
238,4.5,HOA TULIP (18CM),538000
238,4.5,BÁNH KEM BÉ RỒNG ÔM BÌNH SỮA,459000
238,4.5,BÁNH KEM DORAEMON 14CM,299000
238,4.5,MOUSSE VIỆT QUẤT (14CM) TẶNG FULL SET PHỤ KIỆN,319000
238,4.5,BÁNH KEM GẤU CAPYBARA,319000
238,4.5,SET 16 BÁNH MOUSSE MIX VỊ SIÊU XINH (đế bánh kem),769000
238,4.5,SET 9 BÁNH MOUSSE MIX VỊ SIÊU XINH,538000
238,4.5,BÒ THỐT NỐT NƯỚC CỐT DỪA,99000
238,4.5,BÁNH THẦN TÀI (ĐỎ),369000
238,4.5,BÁNH BẮP NHỎ (13CM) TẶNG FULL SET PHỤ KIỆN,236000
238,4.5,"SET MUỖNG DĨA (1 DAO, 10 MUỖNG, 10 DĨA)",15000
238,4.5,BÁNH SU KEM,22000
238,4.5,SET 30 CUP VUÔNG BÁNH MOUSSE MIX VỊ,639000
238,4.5,TIRAMISU NHỎ 12CM (TẶNG FULL SET PHỤ KIỆN),236000
238,4.5,BÁNH KEM BÉ HEO MINI 12CM,249000
238,4.5,BÁNH KEM LABUBU CUTE 14CM,239000
238,4.5,DONUT SOCOLA,25000
238,4.5,BÔNG LAN CHÀ BÔNG,20000
238,4.5,BÔNG LAN CHÀ BÔNG TRỨNG MUỐI (VUÔNG),39000
238,4.5,SET 20 CUP VUÔNG BÁNH MOUSSE MIX VỊ,439000
238,4.5,BÁNH KEM XE HƠI 14CM,299000
238,4.5,HOA CÚC - KHOAI MÔN,59000
238,4.5,PHÁO PHỤT ( 15CM ),12000
238,4.5,BÁNH KEM BÉ HEO CUTE 14CM,239000
238,4.5,SET 12 BÁNH MOUSSE MIX VỊ SIÊU XINH (đế bánh kem),638000
238,4.5,SET 12 BÁNH SU SINH NHẬT (TẶNG FULL SET PHỤ KIỆN),219000
238,4.5,MOUSSE DÂU,67000
238,4.5,BÁNH KEM GIỎ HOA,350000
238,4.5,MOUSSE BƠ TƯƠI,74000
238,4.5,PHÔ MAI TAN CHẢY,80000
238,4.5,TIRAMISU SIZE LỚN (18CM) TẶNG FULL SET PHỤ KIỆN,503000
238,4.5,SET 25 CUP VUÔNG BÁNH MOUSSE MIX VỊ,538000
238,4.5,BÁNH BẮP NHỎ 13CM (TẶNG FULL SET PHỤ KIỆN),236000
238,4.5,SET BÁNH VÀ HOA (ĐEN),349000
300,4.5,BÔNG LAN CUỘN MỨT THƠM,67000
238,4.5,BÁNH KEM LY TRÀ SỮA 12CM,239000
238,4.5,(5 CÁI) BÁNH MÌ DỪA NHÂN PHÔ MAI,59000
301,5,Double Grain Set 30% - SET1,265104
301,5,Double Grain Set 30% - SET1,265104
301,5,Double Wrap Set 30% - SET2,198828
301,5,Farm Fresh Chicken,47340
301,5,Triple Dish Set 35% - SET3,369252
301,5,Double Grain Set 30% - SET1,265104
301,5,Double Wrap Set 30% - SET2,198828
301,5,Triple Dish Set 35% - SET3,369252
301,5,Sandwich & GRAIN Set 30% - SET4,276150
301,5,Wholesome Combo 40% - SET5,222498
301,5,Grain Main & Wrap Set 30% - SET6,231966
301,5,Grain & Sweet Treat Set 25% - SET9,201195
301,5,BYOB Acai Large Bowl Set 30% - SET14,193305
301,5,Double Acai Bowl Medium Set 30% - SET15,270627
301,5,Sourdough Spicy Tuna Pesto & Cheddar,205140
301,5,Sourdough Chipotle Chicken & Smoked Cheese Sandwich,220920
301,5,Sourdough Pineapple Chicken & Peanut Sauce,220920
301,5,Sourdough Ham Pesto & Mascarpone,220920
301,5,Sourdough Smoked Ham & Brie Sandwich,252480
301,5,Sourdough Roast Beef & Blue Cheese,252480
301,5,Sourdough Roast Beef & Spicy Tomato Jam,252480
301,5,Grilled 4 Cheese Croque Monsieur,236700
301,5,Grilled Sourdough Truffle Cheese & Mushroom,236700
301,5,Grilled Sourdough Cubano,252480
301,5,Broccoli Spinach Soup,122295
301,5,Roasted Bell Pepper & Tomato Soup ,122295
301,5,Chipotle Chicken & Smoked Cheddar Wrap,142020
301,5,Lemon Tuna Pesto & Parmesan Wrap,142020
301,5,Peanut Chicken Wrap,142020
301,5,Chicken Feta & Broccoli Wrap,142020
301,5,Yakitori Chicken Wrap,142020
301,5,Chicken Caesar Wrap,142020
301,5,Greek Feta & Chicken Wrap,142020
301,5,Lemon Chicken & Cranberry Wrap,142020
301,5,Mojo Rosted Pork & Corn Salad Bowl,205140
301,5,Vegan Quinoa Bibimbab Bowl,205140
301,5,Morrocan Rice & Cajun Chicken Bowl,205140
301,5,Greek Feta Bowl,205140
301,5,Broccoli Boost Bowl,205140
301,5,Farm Fresh Bowl,205140
301,5,Harvest Bowl,205140
301,5,Citrus Superfruit Bowl,205140
301,5,Chipotle Tahini Bowl,205140
